Company,Product,TypeName,Inches,Ram,OS,Weight,Price,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,ppi,Price_log
Toshiba,Tecra Z50-D-10E,Notebook,15.6,8,Windows 10,2.0,1258.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,7.138073034044347
Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,412.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,100.45466986113651,6.023447592961033
Microsoft,Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.252,1867.85,Standard,2256,1504,1,0,0,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,Iris Plus Graphics 640,200.84255993695703,7.533078547412982
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,Windows 10,1.9,817.95,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,Radeon R5 M430,141.21199808219862,6.708023031928389
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034.0,Full HD,1920,1080,1,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,6.942156705699469
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,349.0,Standard,1366,768,0,0,0,AMD,2.2,E-Series E2-9000,128,0,SSD,No,AMD,Radeon R2 Graphics,100.45466986113651,5.857933154483459
HP,Pavilion X360,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,Full HD,1920,1080,1,1,0,Intel,2.4,Core i3 7100U,128,0,SSD,No,Nvidia,GeForce 940MX,157.3505121487356,6.551080335043404
MSI,GP62 7RDX,Gaming,15.6,16,Windows 10,2.4,1294.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,141.21199808219862,7.166265974133638
Asus,Zenbook 3,Ultrabook,14.0,8,Windows 10,1.1,1135.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.035268599281097
HP,Chromebook X360,2 in 1 Convertible,11.6,8,Chrome OS,1.4,495.0,Standard,1366,768,1,0,0,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500,135.0942111925629,6.206575926724928
LG,Gram 15Z975,Ultrabook,15.6,8,Windows 10,1.09,2299.0,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,7.7406644019172415
Acer,Aspire VX5-591G,Gaming,15.6,16,Windows 10,2.5,1299.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,141.21199808219862,7.170119543449628
MSI,GV62M 7RD,Gaming,15.6,8,Windows 10,2.2,997.9,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,141.21199808219862,6.906654673538104
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,Windows 10,1.86,419.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500,100.45466986113651,6.040254711277414
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,2051.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,141.21199808219862,7.62657020629066
HP,17-bs000nv I3,Notebook,17.3,4,Windows 10,2.5,699.0,Full HD,1920,1080,0,1,0,Intel,2.0,Core i3 6006U,256,0,SSD,No,AMD,Radeon R5 520,127.33567457123111,6.551080335043404
Lenovo,Yoga 730,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499.0,Full HD,1920,1080,1,1,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,165.6321180513006,7.313220387090301
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.49,2813.75,Full HD,1920,1080,0,0,0,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,141.21199808219862,7.94262872668324
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,612.61,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon 520,100.45466986113651,6.4193595471823075
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.2,545.67,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,100.45466986113651,6.30384532969252
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.65,569.0,Full HD,1920,1080,0,1,0,AMD,2.4,A10-Series 9600P,2048,0,HDD,No,AMD,Radeon R7 M440,127.33567457123111,6.345636360828596
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,318.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core 3855U,500,0,HDD,No,Intel,HD Graphics 510,100.45466986113651,5.765191102784844
Acer,Chromebook 14,Notebook,14.0,4,Chrome OS,1.45,375.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core 3855U,32,0,Flash Storage,No,Intel,HD Graphics 510,111.93520355955211,5.929589143389895
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4,Windows 10,1.7,699.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.551080335043404
HP,ZBook 17,Workstation,17.3,8,Windows 10,3.14,1907.99,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,500,0,HDD,No,Nvidia,Quadro M1200,127.33567457123111,7.554329585367344
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.42,2590.0,Standard,2560,1440,1,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,209.8006828649808,7.85979918056211
Toshiba,Satellite Pro,Notebook,13.3,8,Windows 10,1.5,973.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,6.881411303642535
Acer,TravelMate B117-M,Netbook,11.6,4,Windows 10,1.4,269.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3050,32,0,Flash Storage,No,Intel,HD Graphics,135.0942111925629,5.598421958998375
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16,Windows 10,1.38,1749.0,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.4673710669175595
Asus,Chromebook Flip,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669.0,Full HD,1920,1080,1,0,0,Intel,0.9,Core M M3-6Y30,64,0,Flash Storage,No,Intel,HD Graphics 515,176.23257360658386,6.507277712385012
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16,Windows 10,1.36,1877.0,Full HD,1920,1080,1,0,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,7.537962659768208
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,Windows 10,2.1,689.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 7500U,500,0,HDD,No,AMD,Radeon 530,141.21199808219862,6.536691597591305
Dell,Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,819.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,141.21199808219862,6.709304340258298
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,399.0,Full HD,1920,1080,0,0,0,AMD,2.9,A9-Series 9420,256,0,SSD,No,AMD,Radeon 530,141.21199808219862,5.991464547107982
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,Windows 10,2.2,429.0,Standard,1366,768,0,0,0,AMD,3.6,A12-Series 9720P,1024,0,HDD,No,AMD,Radeon R7,100.45466986113651,6.063785208687608
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,621.45,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,1024,HDD,HDD,Intel,HD Graphics 620,141.21199808219862,6.433663303827795
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,No OS,1.9,450.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,6.111467339502679
Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,795.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,6.679599185844383
Acer,Spin 5,2 in 1 Convertible,13.3,8,Windows 10,1.6,999.0,Full HD,1920,1080,1,1,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,165.6321180513006,6.907755278982137
Lenovo,ThinkPad P51s,Workstation,15.6,16,Windows 7,2.18,1855.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,Quadro M520M,141.21199808219862,7.526178913346146
Lenovo,Thinkpad T460p,Notebook,14.0,8,Windows 10,1.8,1191.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6300HQ,256,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.083387847625295
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.71,655.01,Full HD,1920,1080,0,1,0,AMD,2.5,A10-Series 9620P,2048,0,HDD,No,AMD,Radeon 530,127.33567457123111,6.486176032730341
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1249.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,141.21199808219862,7.1308988302963465
Dell,Latitude 5480,Notebook,14.0,8,Linux,1.64,1089.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,157.3505121487356,6.993932975223189
Dell,Vostro 5568,Notebook,15.6,8,Linux,1.98,726.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,141.21199808219862,6.588926477533519
Asus,VivoBook E403NA,Notebook,14.0,4,Windows 10,1.5,298.0,Full HD,1920,1080,0,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,157.3505121487356,5.700443573390687
Dell,Latitude 5580,Notebook,15.6,16,Windows 10,1.93,1426.66,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 7300U,512,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,7.263792019312263
Lenovo,Thinkpad E470,Notebook,14.0,8,Windows 10,1.87,857.07,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX,157.3505121487356,6.754685681241666
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1179.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,7.07326971745971
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.19,298.0,Standard,1366,768,0,0,0,AMD,2.0,A6-Series 7310,500,0,HDD,No,AMD,Radeon R4,100.45466986113651,5.700443573390687
Mediacom,Smartbook 142,Notebook,14.0,4,Windows 10,1.4,265.0,Full HD,1920,1200,0,1,0,Intel,1.92,Atom Z8350,32,0,HDD,No,Intel,HD Graphics 400,161.72539083525606,5.583496308781699
HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,1200.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,127.33567457123111,7.0909098220799835
Lenovo,ThinkPad X1,Ultrabook,14.0,8,Windows 10,1.17,1686.64,Quad HD+,2560,1440,0,1,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,209.8006828649808,7.431086382268411
HP,Pavilion X360,2 in 1 Convertible,13.3,8,Windows 10,1.58,836.6,Standard,1366,768,1,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,117.82653006268643,6.730540659556327
Lenovo,ThinkPad T470s,Ultrabook,14.0,8,Windows 10,1.32,1499.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.313220387090301
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.36,3659.4,4K Ultra HD,3840,2160,0,0,0,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070,254.67134914246222,8.205327710041223
MSI,GL72M 7REX,Gaming,17.3,8,Windows 10,2.7,1348.48,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,127.33567457123111,7.207474612044422
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,489.9,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,100.45466986113651,6.196240441064007
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,719.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,141.21199808219862,6.579251212010101
Dell,Inspiron 5378,2 in 1 Convertible,13.3,4,Windows 10,1.71,649.0,Full HD,1920,1080,1,0,0,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,165.6321180513006,6.476972362889683
Dell,Inspiron 5567,Notebook,15.6,8,Linux,2.32,589.52,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,100.45466986113651,6.3810035046658875
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,489.0,Full HD,1920,1080,0,0,0,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon 520,141.21199808219862,6.194405391104672
Acer,Predator 17,Gaming,17.3,16,Windows 10,4.2,1935.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,127.33567457123111,7.568379267836522
Dell,Inspiron 3567,Notebook,15.6,12,Windows 10,2.25,649.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,100.45466986113651,6.476972362889683
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,Windows 10,2.1,650.0,Full HD,1920,1080,0,0,0,AMD,3.0,A9-Series A9-9420,128,1024,SSD,HDD,AMD,Radeon 520,141.21199808219862,6.478509642208569
Acer,Extensa EX2540-58KR,Notebook,15.6,4,Windows 10,2.4,559.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,100.45466986113651,6.327936783729195
Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,960.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,6.8679744089702925
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,1.85,779.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,141.21199808219862,6.659293919683638
HP,ZBook 15,Workstation,15.6,16,Windows 10,2.6,2419.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M2200,141.21199808219862,7.791522819150732
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.55,659.0,Full HD,1920,1080,1,0,0,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,165.6321180513006,6.492239835020471
MSI,GS63VR 7RF,Gaming,15.6,16,Windows 10,1.8,2094.48,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,141.21199808219862,7.647537923058067
Acer,Aspire ES1-572,Notebook,15.6,4,Windows 10,2.4,410.8,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,6.0205377945936895
Dell,Inspiron 7560,Notebook,15.6,8,Windows 10,2.0,1207.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,141.21199808219862,7.0967213784947605
Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.0,665.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,100.45466986113651,6.501289670540389
Toshiba,Tecra X40-D-10G,Notebook,14.0,8,Windows 10,1.25,1535.0,Full HD,1920,1080,1,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.336936913707618
Lenovo,Flex 5,2 in 1 Convertible,14.0,8,Windows 10,1.7,999.0,Full HD,1920,1080,1,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.907755278982137
Lenovo,Thinkpad P51s,Workstation,15.6,16,Windows 10,2.5,3299.0,4K Ultra HD,3840,2160,0,1,0,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Nvidia,Quadro M520M,282.42399616439724,8.101677747454572
Acer,Chromebook 14,Notebook,14.0,2,Chrome OS,1.68,330.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,111.93520355955211,5.802118375377063
Samsung,Notebook 9,Ultrabook,13.3,16,Windows 10,0.81,1649.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.408530566894626
HP,250 G6,Notebook,15.6,8,Windows 10,1.86,539.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,6.29156913955832
Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1126.71,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,111.93520355955211,7.027944306805558
HP,Zbook 17,Workstation,17.3,16,Windows 7,3.0,4389.0,Full HD,1920,1080,0,1,0,Intel,2.9,Xeon E3-1535M v5,256,0,SSD,No,Nvidia,Quadro M2000M,127.33567457123111,8.387084506069217
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,Windows 10,1.4,475.0,Standard,1366,768,1,0,0,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400,135.0942111925629,6.16541785423142
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1900.0,Full HD,1920,1080,0,0,0,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,7.550135342488429
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,No OS,2.45,579.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,100.45466986113651,6.363028103540465
Lenovo,Thinkpad T460,Ultrabook,14.0,4,Windows 10,1.7,1096.0,Full HD,1920,1080,0,0,0,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,157.3505121487356,7.00033446027523
Asus,Pro P2540UA-XO0192R,Notebook,15.6,4,Windows 10,2.37,849.9,Standard,1366,768,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,100.45466986113651,6.746294612855512
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,Windows 10,1.3,1199.0,Quad HD+,3200,1800,1,1,0,Intel,1.8,Core i5 6260U,256,0,SSD,No,Intel,HD Graphics 540,276.053530085501,7.090076835776092
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.2,1099.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,141.21199808219862,7.003065458786462
HP,ZBook 15,Workstation,15.6,8,Windows 7,2.59,1561.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,Quadro M1000M,141.21199808219862,7.3537223303996315
Dell,Alienware 17,Gaming,15.6,16,Windows 10,4.42,2868.99,4K Ultra HD,3840,2160,0,1,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,282.42399616439724,7.962063824427039
Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,599.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,100.45466986113651,6.396929655216146
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1048.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,141.21199808219862,6.955592608396297
Dell,Latitude 7280,Ultrabook,12.5,16,Windows 10,1.18,1859.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,176.23257360658386,7.528331766707247
Google,Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1559.0,Standard,2400,1600,1,0,0,Intel,1.2,Core i5 7Y57,256,0,SSD,No,Intel,HD Graphics 615,234.50740003017813,7.352441100243583
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,Windows 10,1.2,1129.0,Quad HD+,3200,1800,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,276.053530085501,7.029972911706386
Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,849.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,117.82653006268643,6.745236349484363
Acer,TravelMate P238-M,Notebook,13.3,4,Windows 10,1.6,655.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,117.82653006268643,6.486160788944089
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,Windows 10,2.8,470.34,Standard,1366,768,0,0,0,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Nvidia,GeForce 920MX,90.58340172449303,6.155579701959949
Dell,Inspiron 7559,Gaming,15.6,16,Windows 10,2.72,1099.0,4K Ultra HD,3840,2160,1,1,0,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 960M,282.42399616439724,7.003065458786462
Samsung,Notebook 9,Ultrabook,13.3,8,Windows 10,1.31,1599.0,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.3777589082278725
Acer,Aspire A315-31,Notebook,15.6,4,Linux,2.1,298.0,Standard,1366,768,0,0,0,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,100.45466986113651,5.700443573390687
Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.3,1181.27,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,141.21199808219862,7.075191598276645
Samsung,Notebook 9,2 in 1 Convertible,15.0,16,Windows 10,1.71,1799.0,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon 540,146.86047800548656,7.495541943884256
Toshiba,Tecra A40-C-1E5,Notebook,14.0,4,Windows 10,1.75,1020.0,Standard,1366,768,0,1,0,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,111.93520355955211,6.928537818164665
Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.62,1099.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,141.21199808219862,7.003065458786462
HP,EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1244.0,Standard,1366,768,0,0,0,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,125.36742798669837,7.126890808898808
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,Windows 10,2.3,839.0,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,2048,0,HDD,No,Nvidia,GeForce 940MX,141.21199808219862,6.733401891837359
Lenovo,Thinkpad P50,Notebook,15.6,16,Windows 7,2.5,2370.0,4K Ultra HD,3840,2160,0,0,0,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M2000M,282.42399616439724,7.771067086065406
Acer,Swift 3,Notebook,14.0,4,Windows 10,1.8,636.0,Full HD,1920,1080,0,1,0,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.456769655572163
Razer,Blade Pro,Gaming,14.0,16,Windows 10,1.95,2899.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060,157.3505121487356,7.9724660159745655
Asus,Vivobook Max,Notebook,15.6,8,Windows 10,2.0,581.9,Standard,1920,1080,0,0,0,Intel,1.1,Pentium Dual Core N4200,128,0,SSD,No,Intel,HD Graphics 505,141.21199808219862,6.368015645051504
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3588.8,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,1024,1024,SSD,HDD,Nvidia,GeForce GTX 1070M,127.33567457123111,8.18585176962404
Asus,Rog G752VS-BA171T,Gaming,17.3,16,Windows 10,4.3,2350.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,127.33567457123111,7.762596048540069
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,Windows 10,1.47,1764.0,Full HD,1920,1080,0,1,0,Intel,2.6,Core i7 6600U,512,0,SSD,No,Nvidia,GeForce 930M,157.3505121487356,7.475905969367397
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,No OS,2.2,329.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405,100.45466986113651,5.799092654460526
Lenovo,ThinkPad T470s,Ultrabook,14.0,16,Windows 10,1.7,2299.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.7406644019172415
